,Conso
01/08/23 00:00,146.59710849088057
01/08/23 01:00,442.8742361562331
01/08/23 02:00,215.20214080843206
01/08/23 03:00,371.265188228511
01/08/23 04:00,415.98410525104464
01/08/23 05:00,657.6157169304527
01/08/23 06:00,638.9856434109232
01/08/23 07:00,1881.44216775351
01/08/23 08:00,1881.8262290778484
01/08/23 09:00,534.155205569177
01/08/23 10:00,1179.3859928029897
01/08/23 11:00,601.391978950757
01/08/23 12:00,1629.4533940631536
01/08/23 13:00,1576.1427021929505
01/08/23 14:00,425.08515961441753
01/08/23 15:00,474.13239261388964
01/08/23 16:00,479.30303238023055
01/08/23 17:00,683.0191531474695
01/08/23 18:00,1714.4643439125975
01/08/23 19:00,1938.4007282806144
01/08/23 20:00,3714.8600311197542
01/08/23 21:00,3070.665336630201
01/08/23 22:00,485.05204260232193
01/08/23 23:00,623.6629878887557
02/08/23 00:00,240.32579160309743
02/08/23 01:00,222.46938169034388
02/08/23 02:00,263.98343168137774
02/08/23 03:00,430.26872494207504
02/08/23 04:00,455.99433150692596
02/08/23 05:00,465.2249189869826
02/08/23 06:00,820.8311964826846
02/08/23 07:00,1459.0376722494418
02/08/23 08:00,1601.8857158150197
02/08/23 09:00,437.1395377690075
02/08/23 10:00,1436.765139147939
02/08/23 11:00,511.15938097121193
02/08/23 12:00,2509.380183866966
02/08/23 13:00,1612.4385855088128
02/08/23 14:00,390.00658322385596
02/08/23 15:00,344.807369316131
02/08/23 16:00,785.9201532983241
02/08/23 17:00,294.5428099263312
02/08/23 18:00,2386.563046249192
02/08/23 19:00,1687.1405376648497
02/08/23 20:00,3597.578390749559
02/08/23 21:00,3222.3794459785145
02/08/23 22:00,984.5941581866117
02/08/23 23:00,300.6982882229731
03/08/23 00:00,381.53544271172495
03/08/23 01:00,160.5653755491022
03/08/23 02:00,455.63028082548936
03/08/23 03:00,324.3299962343553
03/08/23 04:00,412.7668612322334
03/08/23 05:00,372.0411418283704
03/08/23 06:00,1005.1750915165696
03/08/23 07:00,1610.6873340903642
03/08/23 08:00,1084.6194056759919
03/08/23 09:00,570.8731197469269
03/08/23 10:00,1371.634109068409
03/08/23 11:00,440.617859682975
03/08/23 12:00,3032.7153404842493
03/08/23 13:00,981.9844924943077
03/08/23 14:00,656.6640896889866
03/08/23 15:00,673.6600409875006
03/08/23 16:00,926.6596389357825
03/08/23 17:00,138.54287707161768
03/08/23 18:00,1686.9553062052119
03/08/23 19:00,1779.2419694360754
03/08/23 20:00,1802.4539199193057
03/08/23 21:00,3673.1450704813456
03/08/23 22:00,1214.3817884044863
03/08/23 23:00,338.5439777979758
04/08/23 00:00,393.10222836922105
04/08/23 01:00,173.98225780437065
04/08/23 02:00,389.96989920501153
04/08/23 03:00,382.12319093589565
04/08/23 04:00,238.87220722083816
04/08/23 05:00,486.73427880339653
04/08/23 06:00,575.869966174693
04/08/23 07:00,2504.3546760991685
04/08/23 08:00,1103.4027102862908
04/08/23 09:00,826.5056399122159
04/08/23 10:00,968.0534839701021
04/08/23 11:00,919.5394536313642
04/08/23 12:00,1101.7643267466344
04/08/23 13:00,946.619110146373
04/08/23 14:00,341.5001498122788
04/08/23 15:00,1336.1660527372753
04/08/23 16:00,240.8334972665803
04/08/23 17:00,544.804604832967
04/08/23 18:00,1361.5449949728759
04/08/23 19:00,1393.9197611719344
04/08/23 20:00,2019.3152355110922
04/08/23 21:00,3202.7917175394223
04/08/23 22:00,888.3818800014523
04/08/23 23:00,542.76605258257
05/08/23 00:00,189.98147164962214
05/08/23 01:00,176.05273383413535
05/08/23 02:00,307.0768651125356
05/08/23 03:00,461.67866007068216
05/08/23 04:00,217.784963852951
05/08/23 05:00,451.04613664795926
05/08/23 06:00,616.1953767392806
05/08/23 07:00,2205.877340228663
05/08/23 08:00,1592.7532144603142
05/08/23 09:00,630.820606651488
05/08/23 10:00,540.5068770274283
05/08/23 11:00,801.5555613018282
05/08/23 12:00,1178.6643116663504
05/08/23 13:00,2318.0520755713396
05/08/23 14:00,289.5927565034744
05/08/23 15:00,699.793634616268
05/08/23 16:00,187.17035011252744
05/08/23 17:00,783.0590448431689
05/08/23 18:00,1619.6686676253416
05/08/23 19:00,949.0956862028441
05/08/23 20:00,2645.6715440002454
05/08/23 21:00,2931.805265939958
05/08/23 22:00,1190.7107855300037
05/08/23 23:00,690.5900164872212
06/08/23 00:00,109.51413227140061
06/08/23 01:00,214.74531772874658
06/08/23 02:00,281.12521877239806
06/08/23 03:00,375.41785278067334
06/08/23 04:00,360.0919806430777
06/08/23 05:00,464.0537815020865
06/08/23 06:00,761.825680941188
06/08/23 07:00,2040.3277707977834
06/08/23 08:00,1908.9020379519975
06/08/23 09:00,435.46269538882126
06/08/23 10:00,832.4924571670696
06/08/23 11:00,392.7947728456285
06/08/23 12:00,1898.7224165102543
06/08/23 13:00,2431.5618215566487
06/08/23 14:00,412.06773340353334
06/08/23 15:00,508.7538294509104
06/08/23 16:00,443.68942253389366
06/08/23 17:00,233.1697389591868
06/08/23 18:00,1094.4600264487194
06/08/23 19:00,1971.481440862068
06/08/23 20:00,2938.89476419516
06/08/23 21:00,4682.835880231224
06/08/23 22:00,1035.4704819570475
06/08/23 23:00,622.9890477143301
07/08/23 00:00,267.5862678352231
07/08/23 01:00,76.57310470454686
07/08/23 02:00,469.8821346526212
07/08/23 03:00,617.9692839623978
07/08/23 04:00,270.54630174789844
07/08/23 05:00,590.2202790193995
07/08/23 06:00,419.19308242914576
07/08/23 07:00,3545.372465698286
07/08/23 08:00,1705.8767562203495
07/08/23 09:00,503.3672052701945
07/08/23 10:00,900.4694846317957
07/08/23 11:00,347.91410094726797
07/08/23 12:00,2429.219441986949
07/08/23 13:00,1134.154806906841
07/08/23 14:00,360.5298715199018
07/08/23 15:00,446.1597345045216
07/08/23 16:00,775.3933882667609
07/08/23 17:00,234.754622190837
07/08/23 18:00,1350.6101137632616
07/08/23 19:00,3181.5376716697488
07/08/23 20:00,2873.0112221853033
07/08/23 21:00,3628.6169215595773
07/08/23 22:00,1591.6307594316224
07/08/23 23:00,340.7277391443888
08/08/23 00:00,340.7082307106679
08/08/23 01:00,120.95883679150363
08/08/23 02:00,501.7401593237828
08/08/23 03:00,542.7307435112104
08/08/23 04:00,237.25806022732957
08/08/23 05:00,591.7084253657134
08/08/23 06:00,360.18371803828296
08/08/23 07:00,4360.773864221771
08/08/23 08:00,1702.9684335609654
08/08/23 09:00,639.4731659540879
08/08/23 10:00,715.3929278952235
08/08/23 11:00,336.5244772600011
08/08/23 12:00,2949.1883173879273
08/08/23 13:00,1090.4029139477905
08/08/23 14:00,439.8352652423755
08/08/23 15:00,240.4510647785723
08/08/23 16:00,880.1263237039731
08/08/23 17:00,459.81669585278036
08/08/23 18:00,1725.7433226567578
08/08/23 19:00,3134.8783742993146
08/08/23 20:00,1851.2657683440075
08/08/23 21:00,3127.587642784894
08/08/23 22:00,1194.629156991075
08/08/23 23:00,564.1559969048917
09/08/23 00:00,186.98743246865467
09/08/23 01:00,430.0320552863538
09/08/23 02:00,275.0303864013005
09/08/23 03:00,340.94085425285306
09/08/23 04:00,275.437312360224
09/08/23 05:00,645.4232756928687
09/08/23 06:00,274.86260686881354
09/08/23 07:00,3884.5844896590434
09/08/23 08:00,2899.104186530541
09/08/23 09:00,934.4260257308416
09/08/23 10:00,374.72485344500495
09/08/23 11:00,463.9737238429062
09/08/23 12:00,1861.2859092413792
09/08/23 13:00,1618.2260300735184
09/08/23 14:00,820.9048217771278
09/08/23 15:00,502.95684619940914
09/08/23 16:00,475.2754105597052
09/08/23 17:00,268.1490459459659
09/08/23 18:00,1735.1474856822317
09/08/23 19:00,2235.835847967367
09/08/23 20:00,2037.4249890381418
09/08/23 21:00,3044.219913839574
09/08/23 22:00,484.4512796854482
09/08/23 23:00,1174.7528967106798
10/08/23 00:00,190.3003195006801
10/08/23 01:00,217.36674525186802
10/08/23 02:00,288.1613230235613
10/08/23 03:00,327.39742737192984
10/08/23 04:00,268.2014945731227
10/08/23 05:00,827.0826645729037
10/08/23 06:00,261.97540723333793
10/08/23 07:00,2298.61883897014
10/08/23 08:00,1614.9644215110873
10/08/23 09:00,1722.6759418586594
10/08/23 10:00,396.7094473551577
10/08/23 11:00,603.1077619417028
10/08/23 12:00,1201.5051812925612
10/08/23 13:00,1332.8762893123892
10/08/23 14:00,1129.4397313848428
10/08/23 15:00,536.3888941540806
10/08/23 16:00,526.175870800704
10/08/23 17:00,163.46100724815201
10/08/23 18:00,3018.316731557217
10/08/23 19:00,899.7666666463293
10/08/23 20:00,4151.658794064933
10/08/23 21:00,1576.0335924430178
10/08/23 22:00,824.6729897209368
10/08/23 23:00,783.3042656230585
11/08/23 00:00,210.1901728089369
11/08/23 01:00,164.9207238996027
11/08/23 02:00,385.5258945773917
11/08/23 03:00,368.3806988075392
11/08/23 04:00,251.10249715138872
11/08/23 05:00,805.1246136882652
11/08/23 06:00,379.80205321316447
11/08/23 07:00,1306.4587640101881
11/08/23 08:00,1264.6704598155777
11/08/23 09:00,1883.7952257782065
11/08/23 10:00,660.4514343526872
11/08/23 11:00,446.4055103888914
11/08/23 12:00,724.1140477655721
11/08/23 13:00,1547.6838955059961
11/08/23 14:00,667.0753654958002
11/08/23 15:00,502.48677859815183
11/08/23 16:00,628.6243688872689
11/08/23 17:00,342.12031020176204
11/08/23 18:00,3587.006879753457
11/08/23 19:00,812.1145578987038
11/08/23 20:00,4125.711908930035
11/08/23 21:00,1536.410983543852
11/08/23 22:00,1995.385324898782
11/08/23 23:00,486.3587394023787
12/08/23 00:00,125.89160712654733
12/08/23 01:00,227.21124951659274
12/08/23 02:00,353.5730775522887
12/08/23 03:00,789.8190241026666
12/08/23 04:00,150.16560717418318
12/08/23 05:00,739.5461465330329
12/08/23 06:00,320.469607820014
12/08/23 07:00,1738.7904313993672
12/08/23 08:00,1503.4343696516728
12/08/23 09:00,1376.0365530701688
12/08/23 10:00,810.6146370754726
12/08/23 11:00,332.3526031912504
12/08/23 12:00,863.7212215887034
12/08/23 13:00,1252.1440495082268
12/08/23 14:00,509.94350262001086
12/08/23 15:00,609.8016150526048
12/08/23 16:00,391.3658838817207
12/08/23 17:00,446.2259608029219
12/08/23 18:00,2436.9340760587875
12/08/23 19:00,1213.7757078080576
12/08/23 20:00,2231.109631530622
12/08/23 21:00,3853.746657135999
12/08/23 22:00,1552.6157769101192
12/08/23 23:00,434.4876582787204
13/08/23 00:00,127.64251464463263
13/08/23 01:00,180.9856522102828
13/08/23 02:00,526.677863325837
13/08/23 03:00,886.5079880192428
13/08/23 04:00,105.05389845008834
13/08/23 05:00,600.8370122412523
13/08/23 06:00,357.15491504855567
13/08/23 07:00,1771.4975348410999
13/08/23 08:00,2316.89474231569
13/08/23 09:00,925.9914646999797
13/08/23 10:00,863.3742632651716
13/08/23 11:00,500.5860948954708
13/08/23 12:00,915.2353906545937
13/08/23 13:00,2097.8353333349787
13/08/23 14:00,619.2277948736092
13/08/23 15:00,395.41358487332036
13/08/23 16:00,196.72405664020462
13/08/23 17:00,545.1905529717473
13/08/23 18:00,1845.570863487271
13/08/23 19:00,1710.7631745545257
13/08/23 20:00,2102.670416323572
13/08/23 21:00,6147.790393855916
13/08/23 22:00,779.1885380766928
13/08/23 23:00,426.3265981335426
14/08/23 00:00,324.79859415432503
14/08/23 01:00,200.1763326544318
14/08/23 02:00,611.4631958301283
14/08/23 03:00,220.42588092784413
14/08/23 04:00,284.0165490995391
14/08/23 05:00,265.8617637547576
14/08/23 06:00,866.5398816529291
14/08/23 07:00,1623.6043510120858
14/08/23 08:00,2149.950254156969
14/08/23 09:00,513.2025023269658
14/08/23 10:00,964.458774271392
14/08/23 11:00,686.8424388638971
14/08/23 12:00,1195.0356338839804
14/08/23 13:00,2179.422067735464
14/08/23 14:00,347.58323826507393
14/08/23 15:00,358.8676040401119
14/08/23 16:00,301.0283769884152
14/08/23 17:00,986.9500886323775
14/08/23 18:00,2016.3795856680254
14/08/23 19:00,1312.7521092190013
14/08/23 20:00,2367.2923859913394
14/08/23 21:00,4504.502365584777
14/08/23 22:00,815.0396929701458
14/08/23 23:00,427.2353328858443
15/08/23 00:00,265.15432734695594
15/08/23 01:00,370.93986209080697
15/08/23 02:00,365.6479269946891
15/08/23 03:00,190.62565013593664
15/08/23 04:00,308.9749726788193
15/08/23 05:00,333.97790105522154
15/08/23 06:00,745.0130018308599
15/08/23 07:00,1674.0574033874632
15/08/23 08:00,2254.9119677526814
15/08/23 09:00,557.6751421230189
15/08/23 10:00,513.4960499309858
15/08/23 11:00,447.669255847801
15/08/23 12:00,1968.6156459162275
15/08/23 13:00,3285.9084224632684
15/08/23 14:00,232.18289917645046
15/08/23 15:00,380.7682245547599
15/08/23 16:00,449.30195078623
15/08/23 17:00,1094.597292545629
15/08/23 18:00,1789.0537914136655
15/08/23 19:00,1048.1697240700219
15/08/23 20:00,2881.365736929729
15/08/23 21:00,1995.4000710616476
15/08/23 22:00,1840.7846368379996
15/08/23 23:00,423.35958474349314
16/08/23 00:00,231.57173044689438
16/08/23 01:00,359.65638625704736
16/08/23 02:00,526.6347260850714
16/08/23 03:00,332.3149504869617
16/08/23 04:00,197.58771923487046
16/08/23 05:00,617.4782163627985
16/08/23 06:00,498.76504818828676
16/08/23 07:00,880.9704291791788
16/08/23 08:00,3979.055914189504
16/08/23 09:00,993.7026123707857
16/08/23 10:00,354.859062478029
16/08/23 11:00,481.05484925878125
16/08/23 12:00,2593.670344629152
16/08/23 13:00,2246.821347302526
16/08/23 14:00,409.6562623150864
16/08/23 15:00,1032.2822241442536
16/08/23 16:00,235.9476758827858
16/08/23 17:00,668.6842336004356
16/08/23 18:00,1153.8115023130993
16/08/23 19:00,1193.8327495617307
16/08/23 20:00,2888.5219775225446
16/08/23 21:00,2280.4544460032744
16/08/23 22:00,1046.617337431581
16/08/23 23:00,271.64568979639915
17/08/23 00:00,307.94038968279153
17/08/23 01:00,345.93161577006856
17/08/23 02:00,654.6352505216671
17/08/23 03:00,409.57888603489636
17/08/23 04:00,228.1905052543857
17/08/23 05:00,636.3847883976149
17/08/23 06:00,594.9976208994651
17/08/23 07:00,852.889558475949
17/08/23 08:00,2294.4987376287045
17/08/23 09:00,725.1200078862498
17/08/23 10:00,851.7373693309911
17/08/23 11:00,789.9343788985913
17/08/23 12:00,1762.1422072207263
17/08/23 13:00,1222.6965889755147
17/08/23 14:00,655.0342493165282
17/08/23 15:00,731.1046853129634
17/08/23 16:00,261.78398428031545
17/08/23 17:00,997.8241677296176
17/08/23 18:00,883.9859321236436
17/08/23 19:00,744.6879675982918
17/08/23 20:00,3341.5691895860864
17/08/23 21:00,3751.1133392557936
17/08/23 22:00,768.5492132343628
17/08/23 23:00,359.68027420487414
18/08/23 00:00,269.6631671993591
18/08/23 01:00,269.57160367764527
18/08/23 02:00,434.7236204373619
18/08/23 03:00,431.0186129832978
18/08/23 04:00,307.66434600414846
18/08/23 05:00,1128.2276965654994
18/08/23 06:00,604.0485475192768
18/08/23 07:00,1328.648336388934
18/08/23 08:00,1038.2928742943668
18/08/23 09:00,575.0597849561883
18/08/23 10:00,1150.0653505724642
18/08/23 11:00,880.8422201594161
18/08/23 12:00,1205.9662330577778
18/08/23 13:00,1707.0684220363753
18/08/23 14:00,381.7601842745766
18/08/23 15:00,408.8270029041213
18/08/23 16:00,563.2335955780894
18/08/23 17:00,965.5870232687314
18/08/23 18:00,784.840275586533
18/08/23 19:00,890.8875120288014
18/08/23 20:00,5453.369265823094
18/08/23 21:00,2641.6058229707573
18/08/23 22:00,1389.552826210247
18/08/23 23:00,397.01546527664067
19/08/23 00:00,419.9788525965489
19/08/23 01:00,164.52518476721363
19/08/23 02:00,396.2592843386975
19/08/23 03:00,399.3591826960927
19/08/23 04:00,332.60052506808586
19/08/23 05:00,1019.8875775032234
19/08/23 06:00,499.5968574382244
19/08/23 07:00,2120.2557461483775
19/08/23 08:00,1298.6835148068728
19/08/23 09:00,702.9954790039516
19/08/23 10:00,433.3474063823032
19/08/23 11:00,800.7331449278499
19/08/23 12:00,1505.2864065080896
19/08/23 13:00,2032.9152626261061
19/08/23 14:00,320.52499967359876
19/08/23 15:00,757.4212878544116
19/08/23 16:00,424.0301584049673
19/08/23 17:00,473.2008869186793
19/08/23 18:00,620.7948761352268
19/08/23 19:00,1895.4651488113232
19/08/23 20:00,3505.431975813888
19/08/23 21:00,4682.835037578731
19/08/23 22:00,881.3805222948662
19/08/23 23:00,362.28843649115214
20/08/23 00:00,204.84105681687726
20/08/23 01:00,397.6258557936567
20/08/23 02:00,473.1458162201858
20/08/23 03:00,372.3033193184231
20/08/23 04:00,265.43631467286156
20/08/23 05:00,557.9432887443313
20/08/23 06:00,590.9209637684319
20/08/23 07:00,4652.646895921551
20/08/23 08:00,1531.1931364380835
20/08/23 09:00,587.5330415411652
20/08/23 10:00,274.58566611849335
20/08/23 11:00,594.7487391082143
20/08/23 12:00,1226.411184349787
20/08/23 13:00,3520.8861356929124
20/08/23 14:00,254.60862033013015
20/08/23 15:00,1463.2301144446876
20/08/23 16:00,301.1924334928496
20/08/23 17:00,619.7372836372014
20/08/23 18:00,743.1565488404777
20/08/23 19:00,1813.3542798562623
20/08/23 20:00,1892.3097818021433
20/08/23 21:00,4189.729752589131
20/08/23 22:00,1000.1034593317502
20/08/23 23:00,440.621850984569
21/08/23 00:00,244.72374060349523
21/08/23 01:00,219.03891919220274
21/08/23 02:00,810.8874946029955
21/08/23 03:00,170.711215385508
21/08/23 04:00,360.02848093815356
21/08/23 05:00,479.95274610042753
21/08/23 06:00,477.6288794388652
21/08/23 07:00,5776.409024991906
21/08/23 08:00,1592.1778788160645
21/08/23 09:00,677.8761354257739
21/08/23 10:00,451.1239503198172
21/08/23 11:00,391.25823934302144
21/08/23 12:00,849.574807444645
21/08/23 13:00,5816.056709333167
21/08/23 14:00,199.34389653947844
21/08/23 15:00,1128.2707721311024
21/08/23 16:00,360.5335376080274
21/08/23 17:00,683.8410618581197
21/08/23 18:00,1215.7788649641989
21/08/23 19:00,1152.3547220524054
21/08/23 20:00,2270.02385802936
21/08/23 21:00,3240.902850229749
21/08/23 22:00,1443.92731974879
21/08/23 23:00,504.08554716231185
22/08/23 00:00,350.639773884471
22/08/23 01:00,120.50293737889855
22/08/23 02:00,535.9375929953706
22/08/23 03:00,208.31455415303714
22/08/23 04:00,342.6164962816679
22/08/23 05:00,926.7325396214093
22/08/23 06:00,289.2942921136751
22/08/23 07:00,2466.0828033475427
22/08/23 08:00,3159.2213977427996
22/08/23 09:00,716.0171456170734
22/08/23 10:00,512.4713805016166
22/08/23 11:00,575.7807019689216
22/08/23 12:00,1267.3939115879894
22/08/23 13:00,4027.8614556164575
22/08/23 14:00,391.9286975799761
22/08/23 15:00,426.7199537526928
22/08/23 16:00,430.776262864759
22/08/23 17:00,616.4451776050663
22/08/23 18:00,1397.7385664614037
22/08/23 19:00,720.4707629603345
22/08/23 20:00,1927.5583768425206
22/08/23 21:00,3378.152801354392
22/08/23 22:00,1367.8644581756655
22/08/23 23:00,647.3691420060542
23/08/23 00:00,256.52561501053134
23/08/23 01:00,178.01543935280188
23/08/23 02:00,368.9360994838825
23/08/23 03:00,341.9090832279221
23/08/23 04:00,324.0375435040402
23/08/23 05:00,876.4923904543741
23/08/23 06:00,645.4811148480306
23/08/23 07:00,973.7756704333577
23/08/23 08:00,1489.391989854206
23/08/23 09:00,1330.3713328200188
23/08/23 10:00,801.1290984182634
23/08/23 11:00,611.5420244402293
23/08/23 12:00,914.7615286662092
23/08/23 13:00,2036.6153618743374
23/08/23 14:00,623.2499324092348
23/08/23 15:00,461.1847359434939
23/08/23 16:00,422.4079372661977
23/08/23 17:00,801.2124883952353
23/08/23 18:00,2171.1329392101134
23/08/23 19:00,821.9014842662389
23/08/23 20:00,1734.470431720826
23/08/23 21:00,4191.546941687258
23/08/23 22:00,964.4156260301496
23/08/23 23:00,765.5605121223387
24/08/23 00:00,211.30649280771632
24/08/23 01:00,169.46185207467875
24/08/23 02:00,514.1331982089582
24/08/23 03:00,250.09183599448258
24/08/23 04:00,223.13635032905452
24/08/23 05:00,612.3230467951233
24/08/23 06:00,562.518605239605
24/08/23 07:00,1132.534579544889
24/08/23 08:00,973.3602199261875
24/08/23 09:00,1056.8853625031577
24/08/23 10:00,1111.504834450875
24/08/23 11:00,318.13725958370776
24/08/23 12:00,700.0675007065806
24/08/23 13:00,1176.4712784548656
24/08/23 14:00,541.5168907206747
24/08/23 15:00,529.3596851289622
24/08/23 16:00,439.93145958045636
24/08/23 17:00,970.4786784407556
24/08/23 18:00,1481.9810589774027
24/08/23 19:00,1416.1528924503834
24/08/23 20:00,2225.3474999564446
24/08/23 21:00,7419.359717047983
24/08/23 22:00,1283.1774797896394
24/08/23 23:00,525.9044201429957
25/08/23 00:00,124.71287371071087
25/08/23 01:00,390.3983766502221
25/08/23 02:00,453.49831235957146
25/08/23 03:00,263.80706470547256
25/08/23 04:00,200.41643110547466
25/08/23 05:00,450.52427578744107
25/08/23 06:00,325.55696845049556
25/08/23 07:00,2202.1008036652015
25/08/23 08:00,2281.9587981133327
25/08/23 09:00,528.5314732092462
25/08/23 10:00,918.1439844277693
25/08/23 11:00,341.31812489736774
25/08/23 12:00,1967.1869124923714
25/08/23 13:00,1019.3362713762531
25/08/23 14:00,595.6319229643689
25/08/23 15:00,400.5165378487796
25/08/23 16:00,450.0995387363017
25/08/23 17:00,453.54425567871544
25/08/23 18:00,1677.5539807421897
25/08/23 19:00,751.4574367447425
25/08/23 20:00,8519.018266687957
25/08/23 21:00,3565.432421202909
25/08/23 22:00,1657.8982379242304
25/08/23 23:00,363.7688698466221
26/08/23 00:00,90.00828978922696
26/08/23 01:00,523.8443762741325
26/08/23 02:00,458.9468301737953
26/08/23 03:00,369.42902123643614
26/08/23 04:00,282.306737528519
26/08/23 05:00,408.80156935734453
26/08/23 06:00,325.77398204830837
26/08/23 07:00,2716.5777796432376
26/08/23 08:00,2257.529163852637
26/08/23 09:00,692.4495501033557
26/08/23 10:00,462.0303720299102
26/08/23 11:00,556.024110847123
26/08/23 12:00,2388.76087823312
26/08/23 13:00,1638.3664843755043
26/08/23 14:00,389.04559060080913
26/08/23 15:00,450.2404496942927
26/08/23 16:00,693.9472083636907
26/08/23 17:00,430.19056131834185
26/08/23 18:00,1373.517367529176
26/08/23 19:00,746.2951311640719
26/08/23 20:00,9085.52951970299
26/08/23 21:00,1121.8937597300735
26/08/23 22:00,1676.20531806996
26/08/23 23:00,639.311752767317
27/08/23 00:00,82.14790263421109
27/08/23 01:00,355.6488199922732
27/08/23 02:00,325.1038129199877
27/08/23 03:00,328.06720525620915
27/08/23 04:00,313.1898962333458
27/08/23 05:00,572.6397240115278
27/08/23 06:00,326.5074867843233
27/08/23 07:00,2873.963805614362
27/08/23 08:00,1852.1452278686063
27/08/23 09:00,1030.38966565724
27/08/23 10:00,248.68371828885606
27/08/23 11:00,471.17551710063935
27/08/23 12:00,2064.5463429368892
27/08/23 13:00,2102.2850131179753
27/08/23 14:00,237.37341893618304
27/08/23 15:00,430.3272350772589
27/08/23 16:00,798.9833297427452
27/08/23 17:00,587.4246749986669
27/08/23 18:00,955.8635199892902
27/08/23 19:00,1360.424538260943
27/08/23 20:00,2950.7079079530636
27/08/23 21:00,1462.8943457237335
27/08/23 22:00,1139.5288458391135
27/08/23 23:00,1267.0331062661244
28/08/23 00:00,125.58631220272056
28/08/23 01:00,286.33392754574527
28/08/23 02:00,244.7731551063536
28/08/23 03:00,197.56748147956063
28/08/23 04:00,616.9908509041884
28/08/23 05:00,842.9777448643465
28/08/23 06:00,513.5658612422723
28/08/23 07:00,1494.2895108887203
28/08/23 08:00,1873.4027239709444
28/08/23 09:00,1029.3499316565835
28/08/23 10:00,365.16662552720027
28/08/23 11:00,319.9822350594771
28/08/23 12:00,1548.3755540959512
28/08/23 13:00,2827.3079656425025
28/08/23 14:00,426.43454986803414
28/08/23 15:00,418.93391819110167
28/08/23 16:00,782.980314008919
28/08/23 17:00,536.7671661757396
28/08/23 18:00,1708.717437348571
28/08/23 19:00,755.8285553471676
28/08/23 20:00,1754.3055316326645
28/08/23 21:00,3853.165212574431
28/08/23 22:00,1000.2678653681529
28/08/23 23:00,1078.1943448106597
29/08/23 00:00,131.5640649979897
29/08/23 01:00,323.74957304113946
29/08/23 02:00,334.3225288597194
29/08/23 03:00,210.30732613336542
29/08/23 04:00,485.92007807845107
29/08/23 05:00,767.0458701762848
29/08/23 06:00,706.7659739809732
29/08/23 07:00,1436.7842389591092
29/08/23 08:00,2735.304701857771
29/08/23 09:00,684.1739385239447
29/08/23 10:00,582.3168036500826
29/08/23 11:00,459.0375359785567
29/08/23 12:00,1963.2314622739382
29/08/23 13:00,1358.1629454457461
29/08/23 14:00,486.71506169167213
29/08/23 15:00,582.2381083489496
29/08/23 16:00,1047.901395429593
29/08/23 17:00,392.7528665876098
29/08/23 18:00,1226.2889800851028
29/08/23 19:00,988.3873609140072
29/08/23 20:00,3371.674640014507
29/08/23 21:00,3106.837353428154
29/08/23 22:00,1748.0267292970746
29/08/23 23:00,658.4487376727259
30/08/23 00:00,168.0228068327892
30/08/23 01:00,215.5860569987508
30/08/23 02:00,470.94732708207925
30/08/23 03:00,358.7841781686766
30/08/23 04:00,196.5126508440869
30/08/23 05:00,589.3954260789358
30/08/23 06:00,637.4051026194417
30/08/23 07:00,3465.0839021446777
30/08/23 08:00,1595.4060487703614
30/08/23 09:00,649.5887741960938
30/08/23 10:00,821.1640664227466
30/08/23 11:00,555.8602282527689
30/08/23 12:00,4251.648938671914
30/08/23 13:00,1059.1675665451155
30/08/23 14:00,383.8059457238163
30/08/23 15:00,633.6298515904039
30/08/23 16:00,465.31731332251974
30/08/23 17:00,344.24838019819344
30/08/23 18:00,1104.9287449615424
30/08/23 19:00,2089.338084088946
30/08/23 20:00,3463.2692485656235
30/08/23 21:00,2400.789428900073
30/08/23 22:00,1322.321417246858
30/08/23 23:00,572.7161468906406
31/08/23 00:00,251.86322763840866
31/08/23 01:00,130.59687020888353
31/08/23 02:00,573.6501648800646
31/08/23 03:00,300.3280210162933
31/08/23 04:00,245.91072008014584
31/08/23 05:00,479.7521440252598
31/08/23 06:00,522.4197199655612
31/08/23 07:00,2458.394350287251
31/08/23 08:00,1663.4465639271598
31/08/23 09:00,573.8214227093088
31/08/23 10:00,560.8490903623582
31/08/23 11:00,549.5076651129106
31/08/23 12:00,3090.816965164786
31/08/23 13:00,1302.2130276626633
31/08/23 14:00,478.2861399527949
31/08/23 15:00,1188.0517697782107
31/08/23 16:00,222.21228751115936
31/08/23 17:00,611.3552738783654
31/08/23 18:00,1282.7357608873117
31/08/23 19:00,2277.108556010726
31/08/23 20:00,1875.2788510182083
31/08/23 21:00,2388.277837909277
31/08/23 22:00,710.4180727440752
31/08/23 23:00,763.2445690781309
